DT_LOC,NU_MUN,NO_MUN,SECCION
19,90,Tapachula,2010
19,90,Tapachula,2011
19,90,Tapachula,2047
19,90,Tapachula,2048
19,90,Tapachula,2142
19,90,Tapachula,2143
19,90,Tapachula,2147
19,90,Tapachula,2209
19,90,Tapachula,2210
19,90,Tapachula,2211
19,90,Tapachula,2212
19,90,Tapachula,2213
19,90,Tapachula,2214
19,90,Tapachula,2358
19,90,Tapachula,2359
19,90,Tapachula,2364
19,90,Tapachula,2365
19,90,Tapachula,2366
19,90,Tapachula,2367
19,90,Tapachula,2368
20,4,Altamirano,35
20,4,Altamirano,36
20,4,Altamirano,37
20,4,Altamirano,38
20,4,Altamirano,39
20,4,Altamirano,41
20,4,Altamirano,43
20,4,Altamirano,2318
20,4,Altamirano,2319
20,4,Altamirano,2320
20,4,Altamirano,2321
20,4,Altamirano,2322
20,4,Altamirano,2323
20,4,Altamirano,2324
20,4,Altamirano,2325
20,41,La Independencia,603
20,41,La Independencia,604
20,41,La Independencia,605
20,41,La Independencia,606
20,41,La Independencia,607
20,41,La Independencia,609
20,41,La Independencia,610
20,41,La Independencia,611
20,41,La Independencia,612
20,41,La Independencia,613
20,41,La Independencia,614
20,41,La Independencia,615
20,41,La Independencia,616
20,41,La Independencia,2135
20,41,La Independencia,2136
20,41,La Independencia,2326
20,41,La Independencia,2327
20,41,La Independencia,2328
20,52,Las Margaritas,718
20,52,Las Margaritas,719
20,52,Las Margaritas,720
20,52,Las Margaritas,721
20,52,Las Margaritas,722
20,52,Las Margaritas,724
20,52,Las Margaritas,726
20,52,Las Margaritas,727
20,52,Las Margaritas,728
20,52,Las Margaritas,729
20,52,Las Margaritas,730
20,52,Las Margaritas,731
20,52,Las Margaritas,734
20,52,Las Margaritas,735
20,52,Las Margaritas,736
20,52,Las Margaritas,737
20,52,Las Margaritas,738
20,52,Las Margaritas,739
20,52,Las Margaritas,740
20,52,Las Margaritas,741
20,52,Las Margaritas,742
20,52,Las Margaritas,743
20,52,Las Margaritas,745
20,52,Las Margaritas,746
20,52,Las Margaritas,749
20,52,Las Margaritas,750
20,52,Las Margaritas,752
20,52,Las Margaritas,753
20,52,Las Margaritas,754
20,52,Las Margaritas,755
20,52,Las Margaritas,759
20,52,Las Margaritas,2137
20,52,Las Margaritas,2138
20,52,Las Margaritas,2329
20,52,Las Margaritas,2330
20,52,Las Margaritas,2331
20,52,Las Margaritas,2332
20,52,Las Margaritas,2333
20,52,Las Margaritas,2334
20,52,Las Margaritas,2335
20,52,Las Margaritas,2336
20,52,Las Margaritas,2337
20,52,Las Margaritas,2338
20,52,Las Margaritas,2339
20,52,Las Margaritas,2340
20,52,Las Margaritas,2341
20,52,Las Margaritas,2342
20,52,Las Margaritas,2343
20,52,Las Margaritas,2344
20,52,Las Margaritas,2345
20,52,Las Margaritas,2346
20,52,Las Margaritas,2347
20,114,Maravilla Tenejapa,747
20,114,Maravilla Tenejapa,748
20,114,Maravilla Tenejapa,756
20,114,Maravilla Tenejapa,757
20,114,Maravilla Tenejapa,758
21,7,Amatenango del Valle,68
21,7,Amatenango del Valle,69
21,7,Amatenango del Valle,70
21,7,Amatenango del Valle,71
21,24,Chanal,375
21,24,Chanal,376
21,24,Chanal,377
21,24,Chanal,378
21,24,Chanal,379
21,24,Chanal,380
21,39,Huixtán,566
21,39,Huixtán,567
21,39,Huixtán,568
21,39,Huixtán,569
21,39,Huixtán,570
21,39,Huixtán,571
21,39,Huixtán,572
21,39,Huixtán,573
21,39,Huixtán,574
21,39,Huixtán,575
21,39,Huixtán,576
21,58,Nicolás Ruiz,814
21,64,Oxchuc,925
21,64,Oxchuc,926
21,64,Oxchuc,927
21,64,Oxchuc,928
21,64,Oxchuc,929
21,64,Oxchuc,930
21,64,Oxchuc,931
21,64,Oxchuc,932
21,64,Oxchuc,933
21,64,Oxchuc,934
21,64,Oxchuc,936
21,64,Oxchuc,937
21,64,Oxchuc,938
21,64,Oxchuc,939
21,64,Oxchuc,940
21,64,Oxchuc,941
21,64,Oxchuc,942
21,64,Oxchuc,943
21,64,Oxchuc,2348
21,64,Oxchuc,2349
21,77,San Cristóbal de las Casas,1164
21,95,Teopisca,1455
21,95,Teopisca,1456
21,95,Teopisca,1457
21,95,Teopisca,1458
21,95,Teopisca,1459
21,95,Teopisca,1460
21,95,Teopisca,1461
21,95,Teopisca,1463
21,95,Teopisca,2172
21,95,Teopisca,2173
21,95,Teopisca,2350
21,95,Teopisca,2351
21,95,Teopisca,2352
21,95,Teopisca,2353
21,106,Venustiano Carranza,1786
21,106,Venustiano Carranza,1787
21,106,Venustiano Carranza,1788
21,106,Venustiano Carranza,1789
21,106,Venustiano Carranza,1790
21,106,Venustiano Carranza,1791
21,106,Venustiano Carranza,1792
21,106,Venustiano Carranza,1793
21,106,Venustiano Carranza,1794
21,106,Venustiano Carranza,1795
21,106,Venustiano Carranza,1797
21,106,Venustiano Carranza,1798
21,106,Venustiano Carranza,1799
21,106,Venustiano Carranza,1800
21,106,Venustiano Carranza,1801
21,106,Venustiano Carranza,1802
21,106,Venustiano Carranza,1803
21,106,Venustiano Carranza,1804
21,106,Venustiano Carranza,1805
21,106,Venustiano Carranza,1806
21,106,Venustiano Carranza,1807
21,106,Venustiano Carranza,1808
21,106,Venustiano Carranza,1809
21,106,Venustiano Carranza,1810
21,106,Venustiano Carranza,1811
21,106,Venustiano Carranza,2310
21,106,Venustiano Carranza,2311
21,106,Venustiano Carranza,2312
22,23,Chamula,336
22,23,Chamula,337
22,23,Chamula,338
22,23,Chamula,339
22,23,Chamula,340
22,23,Chamula,341
22,23,Chamula,342
22,23,Chamula,343
22,23,Chamula,344
22,23,Chamula,345
22,23,Chamula,346
22,23,Chamula,347
22,23,Chamula,348
22,23,Chamula,349
22,23,Chamula,350
22,23,Chamula,351
22,23,Chamula,352
22,23,Chamula,353
22,23,Chamula,354
22,23,Chamula,355
22,23,Chamula,356
22,23,Chamula,357
22,23,Chamula,359
22,23,Chamula,360
22,23,Chamula,361
22,23,Chamula,362
22,23,Chamula,363
22,23,Chamula,364
22,23,Chamula,365
22,23,Chamula,366
22,23,Chamula,367
22,23,Chamula,368
22,23,Chamula,369
22,23,Chamula,370
22,23,Chamula,371
22,23,Chamula,372
22,23,Chamula,373
22,23,Chamula,374
22,23,Chamula,2091
22,23,Chamula,2092
22,23,Chamula,2093
22,56,Mitontic,782
22,56,Mitontic,783
22,56,Mitontic,784
22,56,Mitontic,785
22,56,Mitontic,786
22,94,Tenejapa,1438
22,94,Tenejapa,1439
22,94,Tenejapa,1440
22,94,Tenejapa,1441
22,94,Tenejapa,1442
22,94,Tenejapa,1443
22,94,Tenejapa,1444
22,94,Tenejapa,1445
22,94,Tenejapa,1446
22,94,Tenejapa,1447
22,94,Tenejapa,1448
22,94,Tenejapa,1449
22,94,Tenejapa,1450
22,94,Tenejapa,1451
22,94,Tenejapa,1452
22,94,Tenejapa,1453
22,111,Zinacantán,1915
22,111,Zinacantán,1916
22,111,Zinacantán,1917
22,111,Zinacantán,1918
22,111,Zinacantán,1919
22,111,Zinacantán,1920
22,111,Zinacantán,1921
22,111,Zinacantán,1922
22,111,Zinacantán,1923
22,111,Zinacantán,1924
22,111,Zinacantán,1925
22,111,Zinacantán,1926
22,111,Zinacantán,1927
22,111,Zinacantán,1928
22,111,Zinacantán,1929
23,20,La Concordia,293
23,20,La Concordia,294
23,20,La Concordia,295
23,20,La Concordia,296
23,20,La Concordia,297
23,20,La Concordia,298
23,20,La Concordia,300
23,20,La Concordia,301
23,20,La Concordia,302
23,20,La Concordia,303
23,20,La Concordia,304
23,20,La Concordia,305
23,20,La Concordia,306
23,20,La Concordia,307
23,20,La Concordia,308
23,20,La Concordia,309
23,20,La Concordia,310
23,20,La Concordia,311
23,20,La Concordia,312
23,20,La Concordia,313
23,20,La Concordia,314
23,20,La Concordia,315
23,20,La Concordia,316
23,20,La Concordia,2313
23,20,La Concordia,2314
23,108,Villa Corzo,1828
23,108,Villa Corzo,1829
23,108,Villa Corzo,1830
23,108,Villa Corzo,1831
23,108,Villa Corzo,1836
23,108,Villa Corzo,1838
23,108,Villa Corzo,1839
23,108,Villa Corzo,1840
23,108,Villa Corzo,1841
23,108,Villa Corzo,1842
23,108,Villa Corzo,1843
23,108,Villa Corzo,1844
23,108,Villa Corzo,1847
23,108,Villa Corzo,1848
23,108,Villa Corzo,1849
23,108,Villa Corzo,1850
23,108,Villa Corzo,1851
23,108,Villa Corzo,1852
23,108,Villa Corzo,1853
23,108,Villa Corzo,1854
23,108,Villa Corzo,1855
23,108,Villa Corzo,2133
23,108,Villa Corzo,2134
23,108,Villa Corzo,2315
23,108,Villa Corzo,2316
23,108,Villa Corzo,2317
23,109,Villaflores,1856
23,109,Villaflores,1857
23,109,Villaflores,1858
23,109,Villaflores,1859
23,109,Villaflores,1860
23,109,Villaflores,1861
23,109,Villaflores,1862
23,109,Villaflores,1863
23,109,Villaflores,1864
23,109,Villaflores,1865
23,109,Villaflores,1866
23,109,Villaflores,1867
23,109,Villaflores,1868
23,109,Villaflores,1869
23,109,Villaflores,1870
23,109,Villaflores,1872
23,109,Villaflores,1873
23,109,Villaflores,1874
23,109,Villaflores,1875
23,109,Villaflores,1876
23,109,Villaflores,1877
23,109,Villaflores,1878
23,109,Villaflores,1879
23,109,Villaflores,1880
23,109,Villaflores,1881
23,109,Villaflores,1882
23,109,Villaflores,1883
23,109,Villaflores,1884
23,109,Villaflores,1885
23,109,Villaflores,1886
23,109,Villaflores,1887
23,109,Villaflores,1888
23,109,Villaflores,1889
23,109,Villaflores,1890
23,109,Villaflores,1891
23,109,Villaflores,1892
23,109,Villaflores,1893
23,109,Villaflores,1894
23,109,Villaflores,1895
23,109,Villaflores,1896
23,109,Villaflores,1897
23,109,Villaflores,1898
23,109,Villaflores,1899
23,109,Villaflores,1900
23,109,Villaflores,1901
23,109,Villaflores,2206
23,109,Villaflores,2207
23,109,Villaflores,2208
23,121,El Parral,1832
23,121,El Parral,1833
23,121,El Parral,1834
23,121,El Parral,1835
23,121,El Parral,1837
24,31,Chilón,456
24,31,Chilón,457
24,31,Chilón,458
24,31,Chilón,459
24,31,Chilón,460
24,31,Chilón,461
24,31,Chilón,463
24,31,Chilón,464
24,31,Chilón,465
24,31,Chilón,466
24,31,Chilón,467
24,31,Chilón,468
24,31,Chilón,469
24,31,Chilón,470
24,31,Chilón,472
24,31,Chilón,474
24,31,Chilón,475
24,31,Chilón,476
24,31,Chilón,477
24,31,Chilón,479
24,31,Chilón,480
24,31,Chilón,483
24,31,Chilón,484
24,31,Chilón,485
24,31,Chilón,487
24,31,Chilón,488
24,31,Chilón,2059
24,31,Chilón,2060
24,31,Chilón,2061
24,31,Chilón,2062
24,31,Chilón,2063
24,31,Chilón,2064
24,31,Chilón,2065
24,31,Chilón,2066
24,31,Chilón,2067
24,31,Chilón,2068
24,31,Chilón,2069
24,31,Chilón,2070
24,31,Chilón,2071
24,31,Chilón,2072
24,31,Chilón,2073
24,31,Chilón,2074
24,31,Chilón,2075
24,31,Chilón,2250
24,31,Chilón,2251
24,31,Chilón,2252
24,59,Ocosingo,821
24,59,Ocosingo,822
24,59,Ocosingo,823
24,59,Ocosingo,824
24,59,Ocosingo,825
24,59,Ocosingo,829
24,59,Ocosingo,830
24,59,Ocosingo,836
24,59,Ocosingo,837
24,59,Ocosingo,838
24,59,Ocosingo,839
24,59,Ocosingo,840
24,59,Ocosingo,843
24,79,San Juan Cancuc,1178
24,79,San Juan Cancuc,1179
24,79,San Juan Cancuc,1181
24,79,San Juan Cancuc,1182
24,79,San Juan Cancuc,1183
24,79,San Juan Cancuc,1184
24,79,San Juan Cancuc,1186
24,79,San Juan Cancuc,2099
24,79,San Juan Cancuc,2100
24,79,San Juan Cancuc,2101
24,79,San Juan Cancuc,2102
24,79,San Juan Cancuc,2103
24,83,Sitalá,1222
24,83,Sitalá,1223
24,83,Sitalá,1224
24,83,Sitalá,2283
24,83,Sitalá,2284
