Cve Mpio,Secc,Localidad,Manzana,Colonia tipo,Colonia,Listado NOminal Total,PRIO
77,2187,1,37,,,96,SI
77,2187,1,33,,,95,SI
77,2187,1,9,,,94,SI
77,2187,1,3,,,93,SI
77,2187,1,54,,,93,SI
77,2187,1,28,,,89,NO
77,2187,1,34,,,86,NO
77,2187,1,36,,,83,NO
77,2187,1,41,,,74,NO
77,2187,1,35,,,73,NO
77,2187,1,52,,,67,NO
77,2187,1,42,,,56,NO
77,2187,1,2,,,55,NO
77,2187,1,24,,,54,NO
77,2187,1,19,,,52,NO
77,2187,1,55,,,47,NO
77,2187,1,7,,,42,NO
77,2187,1,32,,,40,NO
77,2187,1,46,,,40,NO
77,2187,1,12,,,39,NO
77,2187,1,25,,,38,NO
77,2187,1,43,,,38,NO
77,2187,1,13,,,37,NO
77,2187,1,8,,,31,NO
77,2187,1,27,,,28,NO
77,2187,1,18,,,27,NO
77,2187,1,31,,,27,NO
77,2187,1,4,,,26,NO
77,2187,1,22,,,26,NO
77,2187,1,30,,,23,NO
77,2187,1,29,,,22,NO
77,2187,1,44,,,21,NO
77,2187,1,10,,,20,NO
77,2187,1,21,,,20,NO
77,2187,1,15,,,18,NO
77,2187,1,53,,,18,NO
77,2187,1,47,,,12,NO
77,2187,1,16,,,10,NO
77,2187,1,5,,,9,NO
77,2187,1,45,,,8,NO
77,2187,1,50,,,7,NO
77,2187,1,49,,,6,NO
77,2187,1,1,,,2,NO
77,2187,1,48,,,2,NO
77,2187,1,69,,,1,NO
77,2188,1,7,,,112,SI
77,2188,1,1,,,111,SI
77,2188,1,25,,,106,SI
77,2188,1,5,,,102,SI
77,2188,1,32,,,94,SI
77,2188,1,8,,,93,SI
77,2188,1,26,,,90,SI
77,2188,1,21,,,87,SI
77,2188,1,20,,,85,SI
77,2188,1,24,,,83,SI
77,2188,1,31,,,82,SI
77,2188,1,27,,,81,SI
77,2188,1,29,,,81,SI
77,2188,1,30,,,80,SI
77,2188,1,28,,,78,SI
77,2188,1,3,,,77,NO
77,2188,1,18,,,68,NO
77,2188,1,19,,,66,NO
77,2188,1,16,,,65,NO
77,2188,1,17,,,65,NO
77,2188,1,36,,,63,NO
77,2188,1,40,,,62,NO
77,2188,1,9,,,60,NO
77,2188,1,11,,,60,NO
77,2188,1,6,,,57,NO
77,2188,1,14,,,51,NO
77,2188,1,15,,,48,NO
77,2188,1,41,,,47,NO
77,2188,1,43,,,44,NO
77,2188,1,46,,,44,NO
77,2188,1,47,,,42,NO
77,2188,1,37,,,39,NO
77,2188,1,45,,,37,NO
77,2188,1,2,,,34,NO
77,2188,1,22,,,34,NO
77,2188,1,23,,,33,NO
77,2188,1,38,,,33,NO
77,2188,1,42,,,33,NO
77,2188,1,10,,,28,NO
77,2188,1,12,,,28,NO
77,2188,1,33,,,28,NO
77,2188,1,13,,,23,NO
77,2188,1,48,,,20,NO
77,2188,1,44,,,18,NO
77,2188,1,39,,,16,NO
77,2188,1,35,,,10,NO
77,2188,1,34,,,1,NO
77,2189,1,36,,,177,SI
77,2189,1,34,,,105,SI
77,2189,1,44,,,96,SI
77,2189,1,31,,,95,SI
77,2189,1,18,,,89,SI
77,2189,1,21,,,89,SI
77,2189,1,35,,,88,SI
77,2189,1,43,,,80,SI
77,2189,1,46,,,80,SI
77,2189,1,5,,,71,SI
77,2189,1,33,,,70,SI
77,2189,1,4,,,66,SI
77,2189,1,3,,,62,SI
77,2189,1,32,,,62,SI
77,2189,1,10,,,61,SI
77,2189,1,40,,,61,SI
77,2189,1,28,,,59,NO
77,2189,1,29,,,59,NO
77,2189,1,7,,,57,NO
77,2189,1,16,,,57,NO
77,2189,1,25,,,57,NO
77,2189,1,12,,,56,NO
77,2189,1,15,,,54,NO
77,2189,1,6,,,53,NO
77,2189,1,42,,,53,NO
77,2189,1,2,,,52,NO
77,2189,1,24,,,49,NO
77,2189,1,48,,,48,NO
77,2189,1,41,,,46,NO
77,2189,1,30,,,45,NO
77,2189,1,11,,,44,NO
77,2189,1,1,,,43,NO
77,2189,1,14,,,43,NO
77,2189,1,37,,,43,NO
77,2189,1,39,,,41,NO
77,2189,1,17,,,40,NO
77,2189,1,47,,,40,NO
77,2189,1,45,,,39,NO
77,2189,1,22,,,37,NO
77,2189,1,38,,,36,NO
77,2189,1,20,,,35,NO
77,2189,1,23,,,35,NO
77,2189,1,19,,,33,NO
77,2189,1,27,,,33,NO
77,2189,1,13,,,25,NO
77,2189,1,9,,,21,NO
77,2189,1,8,,,16,NO
77,2190,1,17,,,106,SI
77,2190,1,16,,,79,SI
77,2190,1,55,,,79,SI
77,2190,1,26,,,72,SI
77,2190,1,54,,,69,SI
77,2190,1,23,,,67,SI
77,2190,1,61,,,60,SI
77,2190,1,60,,,58,SI
77,2190,1,32,,,56,SI
77,2190,1,45,,,56,SI
77,2190,1,33,,,55,SI
77,2190,1,13,,,54,SI
77,2190,1,37,,,54,SI
77,2190,1,48,,,54,SI
77,2190,1,8,,,53,SI
77,2190,1,25,,,53,SI
77,2190,1,49,,,53,SI
77,2190,1,50,,,51,SI
77,2190,1,24,,,50,SI
77,2190,1,51,,,50,SI
77,2190,1,7,,,48,SI
77,2190,1,59,,,48,SI
77,2190,1,30,,,47,SI
77,2190,1,56,,,47,SI
77,2190,1,29,,,46,NO
77,2190,1,2,,,44,NO
77,2190,1,5,,,44,NO
77,2190,1,14,,,44,NO
77,2190,1,57,,,43,NO
77,2190,1,31,,,41,NO
77,2190,1,38,,,41,NO
77,2190,1,22,,,40,NO
77,2190,1,39,,,40,NO
77,2190,1,67,,,39,NO
77,2190,1,3,,,38,NO
77,2190,1,11,,,38,NO
77,2190,1,4,,,37,NO
77,2190,1,63,,,37,NO
77,2190,1,64,,,37,NO
77,2190,1,12,,,35,NO
77,2190,1,46,,,35,NO
77,2190,1,15,,,34,NO
77,2190,1,27,,,34,NO
77,2190,1,58,,,34,NO
77,2190,1,9,,,32,NO
77,2190,1,10,,,32,NO
77,2190,1,36,,,31,NO
77,2190,1,68,,,31,NO
77,2190,1,47,,,28,NO
77,2190,1,75,,,28,NO
77,2190,1,35,,,27,NO
77,2190,1,6,,,26,NO
77,2190,1,62,,,25,NO
77,2190,1,70,,,25,NO
77,2190,1,1,,,23,NO
77,2190,1,40,,,22,NO
77,2190,1,44,,,22,NO
77,2190,1,19,,,21,NO
77,2190,1,41,,,20,NO
77,2190,1,53,,,20,NO
77,2190,1,74,,,20,NO
77,2190,1,34,,,19,NO
77,2190,1,42,,,17,NO
77,2190,1,43,,,16,NO
77,2190,1,69,,,16,NO
77,2190,1,21,,,15,NO
77,2190,1,28,,,14,NO
77,2190,1,76,,,14,NO
77,2190,1,20,,,12,NO
77,2190,1,77,,,12,NO
77,2190,1,18,,,11,NO
77,2190,1,66,,,9,NO
77,2190,1,71,,,5,NO
77,2190,1,73,,,4,NO
77,2190,1,72,,,3,NO
77,2295,1,2,,,130,SI
77,2295,1,22,,,107,SI
77,2295,1,3,,,99,SI
77,2295,1,8,,,79,SI
77,2295,1,7,,,70,SI
77,2295,1,4,,,69,SI
77,2295,1,1,,,65,SI
77,2295,1,9,,,53,SI
77,2295,1,5,,,52,SI
77,2295,1,11,,,51,SI
77,2295,1,24,,,50,SI
77,2295,1,34,,,44,SI
77,2295,1,28,,,41,NO
77,2295,1,6,,,40,NO
77,2295,1,20,,,37,NO
77,2295,1,33,,,37,NO
77,2295,1,12,,,36,NO
77,2295,1,10,,,35,NO
77,2295,1,29,,,35,NO
77,2295,1,16,,,32,NO
77,2295,1,36,,,32,NO
77,2295,1,32,,,31,NO
77,2295,1,37,,,31,NO
77,2295,1,14,,,29,NO
77,2295,1,13,,,28,NO
77,2295,1,17,,,28,NO
77,2295,1,23,,,27,NO
77,2295,1,49,,,26,NO
77,2295,1,46,,,24,NO
77,2295,1,18,,,23,NO
77,2295,1,15,,,22,NO
77,2295,1,30,,,21,NO
77,2295,1,31,,,21,NO
77,2295,1,19,,,19,NO
77,2295,1,42,,,19,NO
77,2295,1,44,,,19,NO
77,2295,1,21,,,18,NO
77,2295,1,47,,,16,NO
77,2295,1,45,,,15,NO
77,2295,1,27,,,14,NO
77,2295,1,43,,,12,NO
77,2295,1,35,,,11,NO
77,2295,1,25,,,10,NO
77,2295,1,48,,,4,NO
77,2295,1,26,,,1,NO
77,2296,1,88,,,139,SI
77,2296,1,89,,,131,SI
77,2296,1,1,,,126,SI
77,2296,1,28,,,74,SI
77,2296,1,83,,,66,SI
77,2296,1,77,,,59,SI
77,2296,1,57,,,57,SI
77,2296,1,19,,,56,SI
77,2296,1,59,,,56,SI
77,2296,1,61,,,53,SI
77,2296,1,63,,,51,SI
77,2296,1,93,,,51,SI
77,2296,1,64,,,47,SI
77,2296,1,8,,,46,SI
77,2296,1,86,,,45,SI
77,2296,1,25,,,44,SI
77,2296,1,68,,,44,SI
77,2296,1,67,,,43,SI
77,2296,1,10,,,42,SI
77,2296,1,62,,,41,SI
77,2296,1,5,,,40,SI
77,2296,1,12,,,38,SI
77,2296,1,20,,,37,SI
77,2296,1,22,,,37,SI
77,2296,1,58,,,37,SI
77,2296,1,69,,,37,NO
77,2296,1,82,,,37,NO
77,2296,1,13,,,35,NO
77,2296,1,29,,,34,NO
77,2296,1,92,,,34,NO
77,2296,1,23,,,33,NO
77,2296,1,66,,,31,NO
77,2296,1,84,,,31,NO
77,2296,1,94,,,31,NO
77,2296,1,4,,,30,NO
77,2296,1,9,,,30,NO
77,2296,1,91,,,30,NO
77,2296,1,87,,,29,NO
77,2296,1,24,,,28,NO
77,2296,1,51,,,27,NO
77,2296,1,7,,,26,NO
77,2296,1,14,,,26,NO
77,2296,1,27,,,26,NO
77,2296,1,52,,,26,NO
77,2296,1,71,,,25,NO
77,2296,1,26,,,24,NO
77,2296,1,6,,,23,NO
77,2296,1,55,,,23,NO
77,2296,1,56,,,23,NO
77,2296,1,11,,,22,NO
77,2296,1,3,,,21,NO
77,2296,1,36,,,19,NO
77,2296,1,85,,,19,NO
77,2296,1,96,,,19,NO
77,2296,1,17,,,18,NO
77,2296,1,37,,,18,NO
77,2296,1,76,,,18,NO
77,2296,1,98,,,18,NO
77,2296,1,105,,,18,NO
77,2296,1,30,,,17,NO
77,2296,1,38,,,17,NO
77,2296,1,65,,,17,NO
77,2296,1,2,,,16,NO
77,2296,1,33,,,16,NO
77,2296,1,35,,,16,NO
77,2296,1,53,,,16,NO
77,2296,1,90,,,16,NO
77,2296,1,21,,,15,NO
77,2296,1,43,,,15,NO
77,2296,1,47,,,15,NO
77,2296,1,34,,,14,NO
77,2296,1,45,,,14,NO
77,2296,1,99,,,14,NO
77,2296,1,18,,,13,NO
77,2296,1,31,,,13,NO
77,2296,1,72,,,13,NO
77,2296,1,75,,,13,NO
77,2296,1,80,,,13,NO
77,2296,1,32,,,12,NO
77,2296,1,39,,,12,NO
77,2296,1,81,,,11,NO
77,2296,1,95,,,11,NO
77,2296,1,16,,,10,NO
77,2296,1,41,,,10,NO
77,2296,1,48,,,10,NO
77,2296,1,70,,,10,NO
77,2296,1,74,,,10,NO
77,2296,1,78,,,10,NO
77,2296,1,42,,,9,NO
77,2296,1,46,,,9,NO
77,2296,1,54,,,9,NO
77,2296,1,110,,,9,NO
77,2296,1,50,,,8,NO
77,2296,1,101,,,8,NO
77,2296,1,40,,,7,NO
77,2296,1,44,,,7,NO
77,2296,1,97,,,7,NO
77,2296,1,100,,,7,NO
77,2296,1,102,,,7,NO
77,2296,1,103,,,7,NO
77,2296,1,104,,,7,NO
77,2296,1,49,,,6,NO
77,2296,1,73,,,5,NO
77,2296,1,15,,,4,NO
77,2296,1,60,,,3,NO
77,2296,1,79,,,3,NO
77,2296,1,107,,,2,NO
77,2297,1,1,,,497,SI
77,2297,1,5,,,227,SI
77,2297,1,3,,,151,SI
77,2297,1,2,,,149,SI
77,2297,1,10,,,149,SI
77,2297,1,24,,,120,SI
77,2297,1,9,,,98,NO
77,2297,1,29,,,86,NO
77,2297,1,27,,,76,NO
77,2297,1,18,,,68,NO
77,2297,1,28,,,61,NO
77,2297,1,23,,,57,NO
77,2297,1,21,,,52,NO
77,2297,1,17,,,48,NO
77,2297,1,22,,,48,NO
77,2297,1,25,,,48,NO
77,2297,1,53,,,44,NO
77,2297,1,7,,,39,NO
77,2297,1,11,,,34,NO
77,2297,1,41,,,34,NO
77,2297,1,16,,,33,NO
77,2297,1,19,,,29,NO
77,2297,1,4,,,27,NO
77,2297,1,6,,,23,NO
77,2297,1,30,,,23,NO
77,2297,1,15,,,22,NO
77,2297,1,40,,,21,NO
77,2297,1,12,,,20,NO
77,2297,1,20,,,20,NO
77,2297,1,14,,,19,NO
77,2297,1,13,,,17,NO
77,2297,1,52,,,12,NO
77,2297,1,60,,,12,NO
77,2297,1,67,,,12,NO
77,2297,1,59,,,11,NO
77,2297,1,42,,,10,NO
77,2297,1,54,,,9,NO
77,2297,1,56,,,9,NO
77,2297,1,8,,,8,NO
77,2297,1,44,,,8,NO
77,2297,1,58,,,8,NO
77,2297,1,47,,,7,NO
77,2297,1,31,,,5,NO
77,2297,1,32,,,5,NO
77,2297,1,37,,,5,NO
77,2297,1,49,,,5,NO
77,2297,1,55,,,5,NO
77,2297,1,33,,,4,NO
77,2297,1,43,,,4,NO
77,2297,1,45,,,4,NO
77,2297,1,48,,,4,NO
77,2297,1,61,,,4,NO
77,2297,1,38,,,3,NO
77,2297,1,46,,,3,NO
77,2297,1,57,,,3,NO
77,2297,1,65,,,3,NO
77,2297,1,36,,,2,NO
77,2297,1,51,,,2,NO
77,2297,1,62,,,2,NO
77,2297,1,63,,,2,NO
77,2297,1,75,,,2,NO
77,2297,1,39,,,1,NO
77,2297,1,50,,,1,NO
77,2297,1,64,,,1,NO
77,2297,1,68,,,1,NO
77,2297,1,74,,,1,NO
77,2297,1,77,,,1,NO
52,718,1,35,,,130,SI
52,718,1,41,,,130,SI
52,718,1,48,,,93,SI
52,718,1,42,,,80,SI
52,718,1,44,,,77,SI
52,718,1,54,,,74,SI
52,718,1,29,,,70,SI
52,718,1,64,,,67,SI
52,718,1,32,,,62,SI
52,718,1,69,,,61,SI
52,718,1,22,,,56,SI
52,718,1,34,,,50,SI
52,718,1,80,,,50,SI
52,718,1,10,,,49,SI
52,718,1,25,,,49,SI
52,718,1,33,,,49,SI
52,718,1,84,,,44,SI
52,718,1,28,,,43,SI
52,718,1,67,,,41,NO
52,718,1,21,,,40,NO
52,718,1,27,,,40,NO
52,718,1,36,,,40,NO
52,718,1,15,,,39,NO
52,718,1,73,,,37,NO
52,718,1,31,,,36,NO
52,718,1,14,,,34,NO
52,718,1,9,,,33,NO
52,718,1,16,,,33,NO
52,718,1,74,,,33,NO
52,718,1,76,,,33,NO
52,718,1,83,,,33,NO
52,718,1,1,,,32,NO
52,718,1,7,,,32,NO
52,718,1,70,,,32,NO
52,718,1,30,,,30,NO
52,718,1,71,,,30,NO
52,718,1,90,,,29,NO
52,718,1,114,,,29,NO
52,718,1,2,,,28,NO
52,718,1,11,,,28,NO
52,718,1,65,,,28,NO
52,718,1,86,,,28,NO
52,718,1,87,,,27,NO
52,718,1,68,,,26,NO
52,718,1,13,,,24,NO
52,718,1,89,,,24,NO
52,718,1,94,,,24,NO
52,718,1,24,,,23,NO
52,718,1,6,,,21,NO
52,718,1,72,,,19,NO
52,718,1,78,,,19,NO
52,718,1,93,,,19,NO
52,718,1,104,,,19,NO
52,718,1,85,,,15,NO
52,718,1,66,,,13,NO
52,718,1,79,,,13,NO
52,718,1,26,,,12,NO
52,718,1,88,,,12,NO
52,718,1,91,,,11,NO
52,718,1,115,,,9,NO
52,718,1,19,,,8,NO
52,718,1,101,,,7,NO
52,718,1,3,,,6,NO
52,718,1,81,,,6,NO
52,718,1,113,,,4,NO
52,718,1,12,,,3,NO
52,718,1,95,,,3,NO
52,718,1,108,,,3,NO
52,718,1,112,,,3,NO
52,718,1,92,,,2,NO
52,718,1,102,,,2,NO
52,718,1,4,,,1,NO
52,718,1,8,,,1,NO
52,718,1,23,,,1,NO
52,718,1,97,,,1,NO
52,718,1,99,,,1,NO
52,718,1,111,,,1,NO
52,719,1,76,,,323,SI
52,719,1,52,,,108,SI
52,719,1,71,,,108,SI
52,719,1,124,,,92,SI
52,719,1,136,,,79,SI
52,719,1,39,,,67,SI
52,719,1,82,,,67,SI
52,719,1,38,,,66,SI
52,719,1,12,,,60,SI
52,719,1,108,,,60,SI
52,719,1,10,,,59,SI
52,719,1,56,,,59,SI
52,719,1,78,,,59,SI
52,719,1,107,,,58,SI
52,719,1,116,,,58,SI
52,719,1,74,,,56,SI
52,719,1,14,,,54,SI
52,719,1,20,,,54,SI
52,719,1,3,,,53,SI
52,719,1,17,,,53,SI
52,719,1,59,,,53,SI
52,719,1,30,,,50,SI
52,719,1,77,,,50,SI
52,719,1,44,,,49,SI
52,719,1,112,,,48,SI
52,719,1,5,,,47,SI
52,719,1,15,,,47,SI
52,719,1,11,,,45,SI
52,719,1,16,,,45,SI
52,719,1,42,,,45,SI
52,719,1,35,,,44,NO
52,719,1,61,,,44,NO
52,719,1,117,,,44,NO
52,719,1,85,,,43,NO
52,719,1,123,,,43,NO
52,719,1,40,,,42,NO
52,719,1,43,,,42,NO
52,719,1,46,,,42,NO
52,719,1,24,,,41,NO
52,719,1,29,,,41,NO
52,719,1,60,,,41,NO
52,719,1,109,,,41,NO
52,719,1,25,,,40,NO
52,719,1,27,,,39,NO
52,719,1,18,,,38,NO
52,719,1,88,,,38,NO
52,719,1,13,,,35,NO
52,719,1,79,,,35,NO
52,719,1,64,,,34,NO
52,719,1,86,,,34,NO
52,719,1,2,,,33,NO
52,719,1,36,,,32,NO
52,719,1,129,,,32,NO
52,719,1,133,,,32,NO
52,719,1,41,,,31,NO
52,719,1,92,,,31,NO
52,719,1,45,,,30,NO
52,719,1,103,,,30,NO
52,719,1,104,,,30,NO
52,719,1,115,,,30,NO
52,719,1,55,,,29,NO
52,719,1,65,,,29,NO
52,719,1,69,,,28,NO
52,719,1,87,,,26,NO
52,719,1,118,,,26,NO
52,719,1,105,,,25,NO
52,719,1,9,,,24,NO
52,719,1,72,,,24,NO
52,719,1,142,,,24,NO
52,719,1,23,,,23,NO
52,719,1,114,,,23,NO
52,719,1,34,,,22,NO
52,719,1,84,,,22,NO
52,719,1,102,,,22,NO
52,719,1,106,,,22,NO
52,719,1,90,,,21,NO
52,719,1,31,,,20,NO
52,719,1,32,,,20,NO
52,719,1,53,,,20,NO
52,719,1,91,,,20,NO
52,719,1,99,,,20,NO
52,719,1,132,,,20,NO
52,719,1,4,,,19,NO
52,719,1,73,,,19,NO
52,719,1,75,,,19,NO
52,719,1,97,,,19,NO
52,719,1,89,,,18,NO
52,719,1,21,,,16,NO
52,719,1,67,,,16,NO
52,719,1,94,,,15,NO
52,719,1,143,,,15,NO
52,719,1,26,,,14,NO
52,719,1,125,,,14,NO
52,719,1,33,,,13,NO
52,719,1,101,,,13,NO
52,719,1,113,,,13,NO
52,719,1,131,,,13,NO
52,719,1,70,,,11,NO
52,719,1,93,,,11,NO
52,719,1,146,,,11,NO
52,719,1,145,,,10,NO
52,719,1,121,,,9,NO
52,719,1,139,,,9,NO
52,719,1,126,,,7,NO
52,719,1,135,,,7,NO
52,719,1,137,,,7,NO
52,719,1,144,,,7,NO
52,719,1,81,,,6,NO
52,719,1,68,,,5,NO
52,719,1,122,,,5,NO
52,719,1,128,,,5,NO
52,719,1,138,,,5,NO
52,719,1,6,,,4,NO
52,719,1,141,,,4,NO
52,719,1,127,,,2,NO
52,719,1,134,,,2,NO
52,720,1,17,,,144,SI
52,720,1,59,,,137,SI
52,720,1,61,,,120,SI
52,720,1,56,,,111,SI
52,720,1,67,,,90,SI
52,720,1,65,,,81,SI
52,720,1,128,,,80,SI
52,720,1,33,,,72,SI
52,720,1,104,,,71,SI
52,720,1,19,,,69,SI
52,720,1,79,,,69,SI
52,720,1,25,,,65,SI
52,720,1,81,,,62,SI
52,720,1,70,,,61,SI
52,720,1,84,,,61,SI
52,720,1,157,,,59,SI
52,720,1,87,,,57,SI
52,720,1,46,,,56,SI
52,720,1,153,,,56,SI
52,720,1,39,,,54,SI
52,720,1,42,,,54,SI
52,720,1,31,,,53,SI
52,720,1,93,,,53,SI
52,720,1,135,,,53,SI
52,720,1,5,,,52,SI
52,720,1,27,,,52,SI
52,720,1,44,,,52,SI
52,720,1,53,,,52,SI
52,720,1,89,,,52,SI
52,720,1,98,,,51,SI
52,720,1,49,,,49,SI
52,720,1,52,,,49,SI
52,720,1,9,,,48,SI
52,720,1,2,,,47,SI
52,720,1,28,,,47,SI
52,720,1,60,,,47,SI
52,720,1,88,,,46,SI
52,720,1,99,,,46,SI
52,720,1,124,,,46,SI
52,720,1,40,,,45,NO
52,720,1,113,,,45,NO
52,720,1,8,,,43,NO
52,720,1,105,,,43,NO
52,720,1,22,,,42,NO
52,720,1,24,,,42,NO
52,720,1,37,,,42,NO
52,720,1,90,,,42,NO
52,720,1,114,,,42,NO
52,720,1,4,,,41,NO
52,720,1,26,,,41,NO
52,720,1,34,,,41,NO
52,720,1,45,,,41,NO
52,720,1,64,,,41,NO
52,720,1,35,,,39,NO
52,720,1,48,,,39,NO
52,720,1,69,,,39,NO
52,720,1,85,,,39,NO
52,720,1,92,,,39,NO
52,720,1,41,,,38,NO
52,720,1,7,,,37,NO
52,720,1,36,,,37,NO
52,720,1,62,,,37,NO
52,720,1,123,,,37,NO
52,720,1,1,,,36,NO
52,720,1,75,,,36,NO
52,720,1,86,,,36,NO
52,720,1,102,,,36,NO
52,720,1,10,,,34,NO
52,720,1,96,,,34,NO
52,720,1,101,,,34,NO
52,720,1,13,,,33,NO
52,720,1,66,,,33,NO
52,720,1,71,,,33,NO
52,720,1,129,,,33,NO
52,720,1,21,,,32,NO
52,720,1,57,,,32,NO
52,720,1,95,,,32,NO
52,720,1,97,,,32,NO
52,720,1,119,,,32,NO
52,720,1,158,,,32,NO
52,720,1,91,,,30,NO
52,720,1,107,,,30,NO
52,720,1,18,,,29,NO
52,720,1,32,,,29,NO
52,720,1,38,,,29,NO
52,720,1,126,,,29,NO
52,720,1,15,,,28,NO
52,720,1,20,,,28,NO
52,720,1,94,,,27,NO
52,720,1,100,,,27,NO
52,720,1,136,,,27,NO
52,720,1,6,,,26,NO
52,720,1,12,,,26,NO
52,720,1,29,,,26,NO
52,720,1,54,,,26,NO
52,720,1,154,,,25,NO
52,720,1,122,,,24,NO
52,720,1,58,,,23,NO
52,720,1,131,,,23,NO
52,720,1,144,,,21,NO
52,720,1,162,,,21,NO
52,720,1,164,,,21,NO
52,720,1,111,,,20,NO
52,720,1,112,,,20,NO
52,720,1,16,,,19,NO
52,720,1,147,,,19,NO
52,720,1,47,,,18,NO
52,720,1,63,,,18,NO
52,720,1,115,,,16,NO
52,720,1,121,,,16,NO
52,720,1,134,,,15,NO
52,720,1,3,,,14,NO
52,720,1,23,,,14,NO
52,720,1,146,,,14,NO
52,720,1,80,,,13,NO
52,720,1,145,,,12,NO
52,720,1,50,,,11,NO
52,720,1,77,,,11,NO
52,720,1,155,,,11,NO
52,720,1,55,,,10,NO
52,720,1,151,,,10,NO
52,720,1,30,,,9,NO
52,720,1,68,,,9,NO
52,720,1,76,,,9,NO
52,720,1,117,,,9,NO
52,720,1,152,,,9,NO
52,720,1,156,,,9,NO
52,720,1,51,,,8,NO
52,720,1,116,,,8,NO
52,720,1,161,,,8,NO
52,720,1,43,,,5,NO
52,720,1,103,,,5,NO
52,720,1,148,,,5,NO
52,720,1,163,,,5,NO
52,720,1,74,,,3,NO
52,720,1,108,,,3,NO
52,720,1,125,,,3,NO
52,720,1,149,,,2,NO
52,720,1,118,,,1,NO
52,720,1,78,,,0,NO
52,721,1,80,,,132,SI
52,721,1,50,,,125,SI
52,721,1,60,,,69,SI
52,721,1,45,,,62,SI
52,721,1,17,,,59,SI
52,721,1,31,,,58,SI
52,721,1,36,,,58,SI
52,721,1,21,,,56,SI
52,721,1,42,,,56,SI
52,721,1,48,,,56,SI
52,721,1,88,,,56,SI
52,721,1,65,,,55,SI
52,721,1,5,,,54,SI
52,721,1,63,,,53,SI
52,721,1,13,,,52,SI
52,721,1,69,,,51,SI
52,721,1,12,,,50,SI
52,721,1,72,,,50,SI
52,721,1,58,,,48,SI
52,721,1,1,,,46,SI
52,721,1,24,,,46,SI
52,721,1,57,,,46,SI
52,721,1,62,,,46,SI
52,721,1,74,,,46,SI
52,721,1,25,,,45,SI
52,721,1,26,,,45,SI
52,721,1,52,,,45,SI
52,721,1,64,,,45,SI
52,721,1,3,,,44,SI
52,721,1,9,,,44,SI
52,721,1,33,,,44,SI
52,721,1,34,,,44,SI
52,721,1,37,,,44,SI
52,721,1,47,,,44,SI
52,721,1,59,,,44,NO
52,721,1,95,,,44,NO
52,721,1,76,,,43,NO
52,721,1,44,,,42,NO
52,721,1,6,,,41,NO
52,721,1,15,,,41,NO
52,721,1,56,,,41,NO
52,721,1,22,,,40,NO
52,721,1,38,,,40,NO
52,721,1,49,,,40,NO
52,721,1,51,,,40,NO
52,721,1,92,,,40,NO
52,721,1,4,,,39,NO
52,721,1,27,,,39,NO
52,721,1,30,,,39,NO
52,721,1,20,,,38,NO
52,721,1,46,,,38,NO
52,721,1,86,,,38,NO
52,721,1,87,,,38,NO
52,721,1,8,,,37,NO
52,721,1,16,,,37,NO
52,721,1,19,,,36,NO
52,721,1,91,,,36,NO
52,721,1,68,,,35,NO
52,721,1,84,,,33,NO
52,721,1,90,,,33,NO
52,721,1,14,,,32,NO
52,721,1,35,,,32,NO
52,721,1,18,,,31,NO
52,721,1,53,,,31,NO
52,721,1,70,,,31,NO
52,721,1,55,,,30,NO
52,721,1,32,,,29,NO
52,721,1,71,,,29,NO
52,721,1,102,,,29,NO
52,721,1,7,,,28,NO
52,721,1,41,,,28,NO
52,721,1,99,,,28,NO
52,721,1,61,,,27,NO
52,721,1,93,,,27,NO
52,721,1,39,,,26,NO
52,721,1,77,,,26,NO
52,721,1,28,,,25,NO
52,721,1,29,,,24,NO
52,721,1,89,,,24,NO
52,721,1,96,,,24,NO
52,721,1,40,,,23,NO
52,721,1,10,,,22,NO
52,721,1,83,,,21,NO
52,721,1,94,,,21,NO
52,721,1,23,,,20,NO
52,721,1,67,,,20,NO
52,721,1,2,,,19,NO
52,721,1,54,,,18,NO
52,721,1,75,,,16,NO
52,721,1,103,,,14,NO
52,721,1,98,,,13,NO
52,721,1,43,,,11,NO
52,721,1,85,,,11,NO
52,721,1,82,,,7,NO
52,721,1,66,,,6,NO
52,721,1,78,,,6,NO
52,721,1,97,,,5,NO
52,721,1,11,,,2,NO
52,722,1,89,,,94,SI
52,722,1,70,,,74,SI
52,722,1,93,,,68,SI
52,722,1,11,,,67,SI
52,722,1,90,,,62,SI
52,722,1,16,,,60,SI
52,722,1,29,,,59,SI
52,722,1,2,,,58,SI
52,722,1,37,,,58,SI
52,722,1,59,,,58,SI
52,722,1,51,,,57,SI
52,722,1,10,,,56,SI
52,722,1,76,,,55,SI
52,722,1,79,,,54,SI
52,722,1,21,,,53,SI
52,722,1,72,,,53,SI
52,722,1,17,,,52,SI
52,722,1,47,,,52,SI
52,722,1,84,,,51,SI
52,722,1,15,,,50,SI
52,722,1,20,,,50,SI
52,722,1,5,,,49,SI
52,722,1,71,,,49,SI
52,722,1,33,,,48,SI
52,722,1,56,,,47,SI
52,722,1,30,,,45,SI
52,722,1,67,,,45,SI
52,722,1,68,,,45,SI
52,722,1,69,,,45,SI
52,722,1,9,,,43,SI
52,722,1,27,,,43,SI
52,722,1,39,,,43,SI
52,722,1,3,,,42,SI
52,722,1,13,,,42,SI
52,722,1,78,,,42,SI
52,722,1,41,,,41,SI
52,722,1,87,,,41,SI
